storename,storecontract,storeid,storeaddress,storecity,storestate,storezip,storephone,storecountry,latlonlocation,latlonlocationdv
AUTO ELECTRIC SALES,CarQuest,100525,614 MOORE SW,ARDMORE,OK,73401,5802238000,USA,"34.1639595,-97.1375362","34.1639595,-97.1375362"
AUTO MART,CarQuest,100526,PO BOX 450,HINDMAN,KY,41822,6067855404,USA,"37.3360559,-82.9813041","37.3360559,-82.9813041"
AUTO MART AUTO & OUTDOOR EQUIP.,CarQuest,100527,804 W BANKHEAD ST.,NEW ALBANY,MS,38652,6625342258,USA,"34.5042082,-89.0293208","34.5042082,-89.0293208"
AUTO PARTES BAJA - CHAPULTEPEC,CarQuest,100528,BLVD LAZARO CARDENAS #281 PARQUE INDUSTRIAL,ENSENADA,BC,22880,(646) 182-1181,MEX,"31.8367327,-116.6098201","31.8367327,-116.6098201"
AUTO PARTES BAJA - DELANTE,CarQuest,100529,AV DELANTE #109-A,ENSENADA,BC,22880,(646) 176-3550,MEX,"31.851295,-116.6032676","31.851295,-116.6032676"
AUTO PARTES BAJA - MEXICO,CarQuest,100530,AV MEXICO Y  PRIMER AYUNTAMIENTO #162,ENSENADA,BC,22880,(646) 173-4411,MEX,"31.8610179,-116.5933767","31.8610179,-116.5933767"
AUTO PARTES BAJA -9NA,CarQuest,100531,CALLE NUEVE Y ALVARADO #901,ENSENADA,BC,22880,(646) 178-2554,MEX,"31.869807,-116.618063","31.869807,-116.618063"
AUTO PARTES BAJA S.A DE C.V,CarQuest,100532,BLVD ESTANCIA #179,FRACC ACAPULCO,BC,22890,,MEX,"31.8416491,-116.6038631","31.8416491,-116.6038631"
AUTO PARTES JOSE MONTOYA EXPORT,CarQuest,100533,BOULEVARD ESTANCIA #179,FRACC ACAPULCO,BC,22890,,MEX,"31.8416491,-116.6038631","31.8416491,-116.6038631"
AUTO PARTES TKT,CarQuest,100534,CALLE 3 AVE 26 NO 2598,AGUA PRIETA,SO,85608,(633) 338-0652,MEX,"31.33193,-109.536132","31.33193,-109.536132"
AUTO PARTES TKT 2,CarQuest,100535,CARRETER A JANOS AVE 34,AUGA PRIETA,SO,85608,(633) 331-2135,MEX,"31.3458985,-109.5435127","31.3458985,-109.5435127"
AUTO PARTES Y EQUIPOS GENUINOS S.A. DE C.V.,CarQuest,100536,BLVD. BENITO JUAREZ #2501-B,PLAYAS DE ROSARITO,BC,22710,,MEX,"32.3505665,-117.0600381","32.3505665,-117.0600381"
AUTO PARTES Y EQUIPOS GENUINOS S.A. DE C.V.,CarQuest,100537,BLVD. AGUA CALIENTE,TIJUANA,BC,22000,(664) 634-0380,MEX,"32.5230728,-117.0315157","32.5230728,-117.0315157"
AUTO PARTS AND EQUIPMENT,CarQuest,100538,911 SAN JUAN BLVD,FARMINGTON,NM,87401,5053251764,USA,"36.7301668,-108.194522","36.7301668,-108.194522"
AUTO PARTS CO.,CarQuest,100539,1345 SOUTH LOOP,STEPHENVILLE,TX,76401,2549653030,USA,"32.2070932,-98.2069021","32.2070932,-98.2069021"
AUTO PARTS COMPANY,CarQuest,100540,0990 N 00EW TOWNLINE ROAD,LAGRANGE,IN,46761,2604637530,USA,"41.6557478,-85.4258295","41.6557478,-85.4258295"
AUTO PARTS EXPERTS,CarQuest,100541,13611 HWY 181 S,SAN ANTONIO,TX,78223,(210) 633-0366,USA,"29.2849975,-98.3445677","29.2849975,-98.3445677"
"AUTO PARTS OF BEAUFORT, INC.",CarQuest,100542,36 ROBERT SMALLS PARKWAY,BEAUFORT,SC,29906,8435243900,USA,"32.4383471,-80.7072777","32.4383471,-80.7072777"
"AUTO PARTS OF ESTILL, INC.",CarQuest,100543,152 E RAILROAD AVENUE,ESTILL,SC,29918,8036252500,USA,"32.75584,-81.240998","32.75584,-81.240998"
"AUTO PARTS OF RIDGELAND, INC.",CarQuest,100544,11059 N JACOB SMART BLVD,RIDGELAND,SC,29936,8437264544,USA,"32.484375,-80.9792","32.484375,-80.9792"
"AUTO PARTS OF STATESBORO, INC.",CarQuest,100545,2122 NORTHSIDE DR EAST,STATESBORO,GA,30458,9127649154,USA,"32.4552011,-81.7767624","32.4552011,-81.7767624"
"AUTO PARTS OF SUMTER, INC.",CarQuest,100546,816 S GUIGNARD DR,SUMTER,SC,29150,8037781841,USA,"33.8976068,-80.353467","33.8976068,-80.353467"
AUTO PARTS OUTLET,CarQuest,100547,6 WEST LIBERTY,GREENCASTLE,IN,46135,7656532671,USA,"39.6460443,-86.86473","39.6460443,-86.86473"
AUTO PARTS PLUS,CarQuest,100548,AIRPORT ROAD,BOTTLE CREEK,TC,00000,6499467184,BWI,,
AUTO PARTS SALES,CarQuest,100549,PO BOX 77,LEOTI,KS,67861,6203754312,USA,"38.479741,-101.3587713","38.479741,-101.3587713"
AUTOMASTER OF SANDY CREEK,CarQuest,100550,6057 SOUTH MAIN ST,SANDY CREEK,NY,13145,3153876211,USA,"43.6433496,-76.0867791","43.6433496,-76.0867791"
AUTOMOTIVE SUPPLY COMPANY,CarQuest,100551,237 S. WILSON,VINITA,OK,74301,9182565600,USA,"36.6357048,-95.1567079","36.6357048,-95.1567079"
AUTOMOTIVE VILLAGE LTD,CarQuest,100552,929 PERTH MAIN STREET,PERTH ANDOVER,NB,E7H 2X1,5062736825,CAN,"46.7388982,-67.6992891","46.7388982,-67.6992891"
AVERY AUTO PARTS,CarQuest,100553,419 5TH STREET,CLAY CENTER,KS,67432,7856322104,USA,"39.3739015,-97.1268943","39.3739015,-97.1268943"
AWI 1 ACCOUNT AT BAK DC,CarQuest,100554,,,XX,,,USA,"37.682175,-97.278937","37.682175,-97.278937"
AWI 2 ACCOUNT AT BAK DC,CarQuest,100555,,,XX,,,USA,"37.682175,-97.278937","37.682175,-97.278937"
AYERS AUTO SUPPLY,CarQuest,100556,825 COMMERCIAL,ATCHISON,KS,66002,9133676274,USA,"39.5621033,-95.1248228","39.5621033,-95.1248228"
B & C ENGINE SERVICE,CarQuest,100557,PO BOX 110,CICERO,IN,46034,3179844931,USA,"40.1239257,-86.0133181","40.1239257,-86.0133181"
B AND B AUTO AND FARM SUPPLY,CarQuest,100558,264 W AUSTIN,GIDDINGS,TX,78942,9795423615,USA,"30.1829079,-96.9392688","30.1829079,-96.9392688"
B AND B PERFORMANCE,CarQuest,100559,28 PORTLAND STREET,FRYEBURG,ME,04037,2079351350,USA,"44.0164854,-70.9791482","44.0164854,-70.9791482"
B AND C AUTO PARTS / BRANNON A.P,CarQuest,100560,814 RIVER FALLS STREET,ANDALUSIA,AL,36420,3342228451,USA,"31.3144926,-86.4944823","31.3144926,-86.4944823"
B AND D,CarQuest,100561,205 S FRONT ST,HUMESTON,IA,50123,6418774971,USA,"40.8577441,-93.4996954","40.8577441,-93.4996954"
B AND D AUTO PARTS,CarQuest,100562,28 HAZEL STREET,BONNE TERRE,MO,63628,5733580538,USA,"37.9246389,-90.5437307","37.9246389,-90.5437307"
B AND D AUTO PARTS,CarQuest,100563,9914-B LEWIS DR,DAMASCUS,MD,20872,3012530066,USA,"39.2890541,-77.2062188","39.2890541,-77.2062188"
B AND W AUTO PARTS,CarQuest,100564,430 SOUTH BLVD,BREWTON,AL,36427,2518677726,USA,"31.1003533,-87.0787763","31.1003533,-87.0787763"
B AND W AUTO SUPPLY,CarQuest,100565,828 E GRAND RIVER,PORTLAND,MI,48875,5176474171,USA,"42.8677557,-84.8947744","42.8677557,-84.8947744"
B AND Z AUTO PARTS,CarQuest,100566,424 W MAIN STREET,RIPON,CA,95366,2095992185,USA,"37.7391868,-121.128011","37.7391868,-121.128011"
B MAN SERVICES INC,CarQuest,100567,913A WEST THIRD STREET,PEMBROKE,NC,28372,9105212827,USA,"34.6858669,-79.2097786","34.6858669,-79.2097786"
BABBITT CARQUEST AUTO PARTS,CarQuest,100568,3169 HWY 21,BABBITT,MN,55706,2188273730,USA,"47.6895209,-92.0161605","47.6895209,-92.0161605"
"BACON'S EQUIPMENT, INC - AP DIV",CarQuest,100569,29 GOSHEN ROAD,WILLIAMSBURG,MA,01096,4132683051,USA,"42.3996082,-72.7443583","42.3996082,-72.7443583"
BALLARD PARTS SERVICE COMPANY,CarQuest,100570,1188 JOHN C. CALHOUN DR.,ORANGEBURG,SC,29115,8035341151,USA,"33.4859036,-80.864632","33.4859036,-80.864632"
BARBERO AUTO AND AG INC.,CarQuest,100571,119 WEST WILSON,BROADUS,MT,59317,4064362373,USA,"45.4439834,-105.4096235","45.4439834,-105.4096235"
BARONS AUTO PARTS INC.,CarQuest,100572,2150 S. UNION AVENUE,BAKERSFIELD,CA,93307-4156,6618345155,USA,"35.3253145,-119.0026671","35.3253145,-119.0026671"
BASIN AUTO SUPPLY,CarQuest,100573,322 EAST MAIN STREET,VERNAL,UT,84078,4357893373,USA,"40.4554382,-109.5226636","40.4554382,-109.5226636"
BASIN HARDWARE CARQUEST,CarQuest,100574,441 CAMELIA,ROYAL CITY,WA,99357,5093462275,USA,"46.8998042,-119.6273215","46.8998042,-119.6273215"
BAY AUTO PARTS,CarQuest,100575,346 US 41 SOUTH,BARAGA,MI,49908,9063536685,USA,"46.7764164,-88.4888256","46.7764164,-88.4888256"
BCS TRUCK & AUTO - CARQUEST,CarQuest,100576,P.O. BOX 1858,JENA,LA,71342,3189922886,USA,"31.6907523,-92.1444149","31.6907523,-92.1444149"
BEARDSLEE AUTOMOTIVE AND SPL,CarQuest,100577,MAIL TO:120 LENA DRIVE,CRANE,TX,79731,4325582370,USA,"31.3887692,-102.3556721","31.3887692,-102.3556721"
BEAU'S AUTO PARTS,CarQuest,100578,85 N. MAIN STREET,BEAVER,UT,84713,4354382347,USA,"38.2751657,-112.6415843","38.2751657,-112.6415843"
BELGRADE AUTO PARTS INC,CarQuest,100579,109 W. MAIN,BELGRADE,MT,59714,4063887660,USA,"45.7774113,-111.1786351","45.7774113,-111.1786351"
BELL AUTO SUPPLY,CarQuest,100580,1407 E MAIN,OTTAWA,OH,45875,4195235698,USA,"41.0196982,-84.0307035","41.0196982,-84.0307035"
BERGERONS AUTOMOTIVE PARTS INC,CarQuest,100581,118 N HOLLYWOOD RD,HOUMA,LA,70364,9858760672,USA,"29.6070668,-90.7400267","29.6070668,-90.7400267"
BERNIES PARTS PLACE,CarQuest,100582,HWY 54 E MAIN STREET,FORDSVILLE,KY,42343,2702763611,USA,"37.63545,-86.716426","37.63545,-86.716426"
BERRYVILLE AUTO PARTS,CarQuest,100583,111 WEST MAIN STREET,BERRYVILLE,VA,22611,5409551292,USA,"39.1518603,-77.9838204","39.1518603,-77.9838204"
BEST AUTO PARTS,CarQuest,100584,1805 WATER ST,KERRVILLE,TX,78028,8302573544,USA,"30.0346048,-99.1364057","30.0346048,-99.1364057"
BESTWAY AUTO SUPPLY,CarQuest,100585,153 TALBOT STREET EAST,AYLMER,ON,N5H 1H3,5197652800,CAN,"42.7730776,-80.979835","42.7730776,-80.979835"
BETHANY AUTO PARTS,CarQuest,100586,13 ATLANTIC AVE,OCEAN VIEW,DE,19970,3025390555,USA,"38.5434539,-75.0837001","38.5434539,-75.0837001"
BIG LAKE AUTO PARTS INC,CarQuest,100587,211 SECOND STREET,BIG LAKE,TX,76932,3258842421,USA,"31.1918496,-101.46333","31.1918496,-101.46333"
"BILLERICA AUTO PARTS, INC.",CarQuest,100588,308 BOSTON ROAD,BILLERICA,MA,01862,9786676778,USA,"42.5725408,-71.2771662","42.5725408,-71.2771662"
BINNEY AUTO PARTS,CarQuest,100589,114 N MICHIGAN,BIG RAPIDS,MI,49307,2317967661,USA,"43.6988915,-85.4817907","43.6988915,-85.4817907"
"BISHOPVILLE PARTS, INC.",CarQuest,100590,P.O. BOX 228,BISHOPVILLE,SC,29010,8034845408,USA,"34.2232246,-80.2433842","34.2232246,-80.2433842"
BLANKENSHIP AUTO PARTS,CarQuest,100591,217 WEST CHURCH ST,LEXINGTON,TN,38351,7319688171,USA,"35.6541862,-88.3998989","35.6541862,-88.3998989"
BLOOMFIELD AUTO PARTS LLC,CarQuest,100592,204 E FRANKLIN,BLOOMFIELD,IA,52537,6416643991,USA,"40.7504514,-92.4132677","40.7504514,-92.4132677"
BLUEBERRY HEEL INVESTMENTS LLC,CarQuest,100593,1524 HOBBTON HIGHWAY,CLINTON,NC,28328,9105921444,USA,"35.0235396,-78.3266575","35.0235396,-78.3266575"
BOBBYS AUTO PARTS,CarQuest,100594,4767 S MAIN ST   PO BOX 326,SHALLOTTE,NC,28459,9107546619,USA,"33.94,-78.41","33.94,-78.41"
BOBS AUTO AND TRACTOR,CarQuest,100595,306A SPARROW ST,LAKE PROVIDENCE,LA,71254,3185592313,USA,"32.8014612,-91.1705858","32.8014612,-91.1705858"
BOBS AUTO PARTS,CarQuest,100596,1504 NORTH B STREET,ELWOOD,IN,46036,7655520821,USA,"40.2791162,-85.8413853","40.2791162,-85.8413853"
BOBS AUTO PARTS,CarQuest,100597,511 MILWAUKEE STREET,KEWAUNEE,WI,54216,9203883024,USA,"44.457869,-87.503467","44.457869,-87.503467"
BOBS SERVICE CENTER,CarQuest,100598,1070 NE 130 AVE,CLAFLIN,KS,67525,6205873326,USA,"38.5177463,-98.5350305","38.5177463,-98.5350305"
BORDELEAU ET FRERE INC.,CarQuest,100599,"1133, BOUL. MARCOTTE",ROBERVAL,QC,G8H 2B5,4182750554,CAN,"48.5234059,-72.2306046","48.5234059,-72.2306046"
BOULDER CREEK AUTO PARTS,CarQuest,100600,831-338-2147,BOULDER CREEK,CA,95006,8313382147,USA,"37.1206871,-122.1207538","37.1206871,-122.1207538"
BOYNE CITY,CarQuest,100601,1311 BOYNE AVENUE,BOYNE CITY,MI,49712,2315826583,USA,"45.2062395,-84.9909833","45.2062395,-84.9909833"
BRACKETT AUTO PARTS,CarQuest,100602,592 W. POINTE TREMBLE ROAD,ALGONAC,MI,48001,8107949357,USA,"42.6145198,-82.5402487","42.6145198,-82.5402487"
BRADFORD AUTO PARTS,CarQuest,100603,P.O.BOX 365,PINE HILL,AL,36769,3349634419,USA,"31.9795943,-87.5880561","31.9795943,-87.5880561"
BREMEN CARQUEST AUTO PARTS,CarQuest,100604,1231 WEST PLYMOUTH,BREMEN,IN,46506,5745465356,USA,"41.4468651,-86.1621588","41.4468651,-86.1621588"
BRIDGER AUTO PARTS INC.,CarQuest,100605,213 S. MAIN STREET,BRIDGER,MT,59014,4066623282,USA,"45.2944717,-108.9138055","45.2944717,-108.9138055"
BRIDGERLAND CARQUEST,CarQuest,100606,24 MEADOW STREET,URIE,WY,82939,3077862400,USA,"41.3099842,-110.3363237","41.3099842,-110.3363237"
BRIGHTON AUTO & INDUSTRIAL SUPPL,CarQuest,100607,140 PRINCE EDWARD ST,BRIGHTON,ON,K0K 1H0,6134753685,CAN,"44.0341044,-77.733718","44.0341044,-77.733718"
"BRITTS AUTOMOTIVE, LLC",CarQuest,100608,168 LAKE ROAD,MANSFIELD,LA,71052,3188725561,USA,"32.0395725,-93.6944573","32.0395725,-93.6944573"
BRODHEADSVILLE AUTO PARTS,CarQuest,100609,523 MARION LN,BRODHEADSVILLE,PA,18322,5709921188,USA,"40.9253318,-75.4005561","40.9253318,-75.4005561"
BROOKINGS CARQUEST,CarQuest,100610,820 22ND AVE S,BROOKINGS,SD,57006,6056926298,USA,"44.2963055,-96.7687233","44.2963055,-96.7687233"
BROOKS AUTO SERVICE,CarQuest,100611,1435 TATE ROAD,BOLIVAR,TN,38008,7316585138,USA,"35.2657084,-89.0104268","35.2657084,-89.0104268"
BROOKS MOTOR CO,CarQuest,100612,P.O. BOX 1079,STRATFORD,TX,79084,8063962631,USA,"36.3361402,-102.0721191","36.3361402,-102.0721191"
BROWN MCMURTRY IMPLEMENT,CarQuest,100613,303 LONE STAR,SILVERTON,TX,79257,(806) 823-2441,USA,"34.4737558,-101.3003016","34.4737558,-101.3003016"
BROWN MOTOR PARTS INC,CarQuest,100614,5285 RIVER ROAD WEST,GOOCHLAND,VA,23063,8044574495,USA,"37.7347858,-78.0545392","37.7347858,-78.0545392"
BROWN'S POWER & EQUIPMENT INC,CarQuest,100615,1400 NORTH US HIGHWAY 87,TULIA,TX,79088,8069954148,USA,"34.5544347,-101.7834496","34.5544347,-101.7834496"
BROWN'S REPAIR & AUTO PARTS,CarQuest,100616,2167 T AVE,CLARINDA,IA,51632,7125424692,USA,"40.7307858,-95.0081295","40.7307858,-95.0081295"
BRUNTON MOTOR PARTS,CarQuest,100617,510 BROAD ST,BELOIT,WI,53511,6083650104,USA,"42.4982295,-89.0330911","42.4982295,-89.0330911"
BUCKEYE - BINGHAM CARQUEST,CarQuest,100618,710 NORTH 195TH AVENUE,BUCKEYE,AZ,85326,6238531000,USA,"33.454822,-112.47931","33.454822,-112.47931"
BUELLTON AUTO PARTS,CarQuest,100619,613 AVENUE OF FLAGS,BUELLTON,CA,93427,8056883518,USA,"34.6187446,-120.1910385","34.6187446,-120.1910385"
BULLOCK'S TIRE AND AUTO,CarQuest,100620,2021 MEMORIAL HWY,SHAVERTOWN,PA,18708,5706752197,USA,"41.3254016,-75.9441013","41.3254016,-75.9441013"
BUXTON'S CARQUEST OF HATTIESBURG,CarQuest,100621,415 BROADWAY,HATTIESBURG,MS,39401,6015458181,USA,"31.3152698,-89.3084236","31.3152698,-89.3084236"
"BUY RIGHT, INC",CarQuest,100622,4747 HWY 31,RACINE,WI,53405,2626811900,USA,"42.7810035,-87.8355581","42.7810035,-87.8355581"
BWK AUTO PARTS LLC,CarQuest,100623,410 SOUTH 4TH ST / PO BOX 602,MORTON,MS,39117,6017326313,USA,"32.3537557,-89.6545171","32.3537557,-89.6545171"
BY PASS AUTO PARTS,CarQuest,100624,92 HWY 64 WEST,HAYESVILLE,NC,28904,8283896318,USA,"35.0346456,-83.8346388","35.0346456,-83.8346388"
BY PASS AUTOMOTIVE,CarQuest,100625,HWY 25 70,MARSHALL,NC,28753,8286492540,USA,"35.7862304,-82.6517716","35.7862304,-82.6517716"
C & B PARTS SUPPLY,CarQuest,100626,1031 N POPLAR,CENTRALIA,IL,62801,6185334181,USA,"38.5399429,-89.1306619","38.5399429,-89.1306619"
C & C AUTO PARTS,CarQuest,100627,P.O. BOX 70,STEELVILLE,MO,65565,5737752361,USA,"37.9680999,-91.354868","37.9680999,-91.354868"
C & J AUTO AND MACHINE INC,CarQuest,100628,123 MAIN ST - PO BOX 28,LOYAL,WI,54446,7152558543,USA,"44.7369073,-90.4959724","44.7369073,-90.4959724"
C AND C AUTO PARTS,CarQuest,100629,7606 FLORISSANT ROAD,NORMANDY,MO,63121,3143814700,USA,"38.708607,-90.299751","38.708607,-90.299751"
C AND M AUTO EAST TROY,CarQuest,100630,2533 MAIN STREET,EAST TROY,WI,53120,2626427949,USA,"42.7900934,-88.3914857","42.7900934,-88.3914857"
C AND M AUTO MUKWONAGO,CarQuest,100631,945 MAIN STREET,MUKWONAGO,WI,53149,2623634057,USA,"42.8522015,-88.3343203","42.8522015,-88.3343203"
C AND S INCORPORATED,CarQuest,100632,300 W 1ST,PORTALES,NM,88130,5753591295,USA,"34.1854418,-103.3402292","34.1854418,-103.3402292"
C AND S MOTOR PARTS INC,CarQuest,100633,908 S MAIN,LOVINGTON,NM,88260,5753962808,USA,"32.9394769,-103.3490274","32.9394769,-103.3490274"
C AND T AUTO,CarQuest,100634,PO BOX 1090,IRAAN,TX,79744-1090,4326392189,USA,"30.9140478,-101.8979061","30.9140478,-101.8979061"
C. P. PHELPS INC-TULARE,CarQuest,100635,1010 S BLACKSTONE,TULARE,CA,93274,5596861591,USA,"36.196437,-119.3301846","36.196437,-119.3301846"
CAMPBELL AUTO SUPPLY LLC,CarQuest,100636,215 NORTH LAKE AVENUE,CRANDON,WI,54520,7154783301,USA,"45.5709182,-88.9039066","45.5709182,-88.9039066"
CANTON AUTO SUPPLY INC.,CarQuest,100637,301 TROY STREET,CANTON,PA,17724,5706738538,USA,"41.6579716,-76.8537854","41.6579716,-76.8537854"
CAP ACCOUNT AT BAK DC,CarQuest,100638,,,XX,,,USA,"37.682175,-97.278937","37.682175,-97.278937"
"CAPS AUTO, TRUCK & AG.",CarQuest,100639,787 12TH STREET NORTH,VALE,OR,97918,5414732119,USA,"43.9888037,-117.2385748","43.9888037,-117.2385748"
CAR PARTS AND EQUIPMENT,CarQuest,100640,2826 BROADWAY,GALVESTON,TX,77550,4097634382,USA,"29.2988438,-94.7986549","29.2988438,-94.7986549"
CAR PARTS CENTER BAY ST LOUIS,CarQuest,100641,1111 HWY 90,BAY ST LOUIS,MS,39520,2284676502,USA,"30.3126696,-89.3603706","30.3126696,-89.3603706"
CARAVAN AUTO PARTS & REPAIR SHOP,CarQuest,100642,1404 PINE PEACE,ST JOHN,VI,00830,3407794800,VI ,"18.3264079,-64.7898585","18.3264079,-64.7898585"
CARLINVILLE CARQUEST,CarQuest,100643,270 NORTH BROAD STREET,CARLINVILLE,IL,62626,2176549661,USA,"39.282895,-89.8820479","39.282895,-89.8820479"
CARLS AUTO PARTS,CarQuest,100644,30 RIVER ROAD,LINCOLN,ME,04457,2077946778,USA,"45.3541875,-68.5347969","45.3541875,-68.5347969"
CARLSON AUTO BODY & REPAIR LLC,CarQuest,100645,540 HIGH STREET,ROCKWELL CITY,IA,50579,7122975517,USA,"42.3994197,-94.6357734","42.3994197,-94.6357734"
CARQUEST,CarQuest,100646,11188A MAPLE RIDGE RD,MEDINA,NY,14103,5857989740,USA,"43.2050664,-78.4000827","43.2050664,-78.4000827"
CARQUEST,CarQuest,100647,11948 ON41,NORTHBROOK,ON,K0H 2G0,6133362923,CAN,"44.7199652,-77.159807","44.7199652,-77.159807"
CARQUEST,CarQuest,100648,1011 WEST 7TH ST,CLOVIS,NM,88101,5757692193,USA,"34.404321,-103.2176124","34.404321,-103.2176124"
CARQUEST,CarQuest,100649,1607 DU PONT SUD,ALMA,QC,G8B 6N3,4186691994,CAN,"48.5258556,-71.6518362","48.5258556,-71.6518362"
CARQUEST,CarQuest,100650,100 CHARLES STREET WEST,ARTHUR,ON,N0G 1A0,5198482531,CAN,"43.8306877,-80.5362704","43.8306877,-80.5362704"
CARQUEST,CarQuest,100651,655 CALIFORNIA AVE SUITE A,WAHIAWA,HI,96786,8086222678,USA,"21.4965792,-158.0275366","21.4965792,-158.0275366"
CARQUEST,CarQuest,100652,60 POHAKU STREET,HILO,HI,96720,8087478262,USA,"19.7023569,-155.0628211","19.7023569,-155.0628211"
CARQUEST,CarQuest,100653,45-618 KAM HIGHWAY,KANEOHE,HI,96744,8082359600,USA,"21.4017815,-157.8002877","21.4017815,-157.8002877"
CARQUEST,CarQuest,100654,74-5583 LUHIA STREET,KAILUA-KONA,HI,96740,8083295008,USA,"19.6476994,-155.9985672","19.6476994,-155.9985672"
CARQUEST,CarQuest,100655,1901 SOUTH KINGS STREET,HONOLULU,HI,96826,8089414100,USA,"21.294876,-157.8312515","21.294876,-157.8312515"
CARQUEST,CarQuest,100656,1914 REPUBLICAN STREET STE. A,HONOLULU,HI,96819,8088395220,USA,"21.3256813,-157.884131","21.3256813,-157.884131"
CARQUEST,CarQuest,100657,212 S MAIN STREET,AURORA,MN,55705,2182292144,USA,"47.5242216,-92.2377967","47.5242216,-92.2377967"
CARQUEST,CarQuest,100658,25 PLANCHET RD UNIT 7,CONCORD,ON,L4K 2C5,9056694040,CAN,"43.8206544,-79.4986848","43.8206544,-79.4986848"
CARQUEST,CarQuest,100659,403 S LAUREL STREET,SPRINGFIELD,GA,31329,9127546431,USA,"32.3658622,-81.3081782","32.3658622,-81.3081782"
CARQUEST,CarQuest,100660,801 8TH ST NORTH,NORTHWOOD,IA,50459,6413242112,USA,"43.453005,-93.2203068","43.453005,-93.2203068"
CARQUEST,CarQuest,100661,305 SW FIRST ST,MADISON,SD,57042,6052563592,USA,"44.003746,-97.1173354","44.003746,-97.1173354"
CARQUEST,CarQuest,100662,309 FAXON RD NORTH,NORWOOD,MN,55368,9524672500,USA,"44.7700029,-93.9209569","44.7700029,-93.9209569"
CARQUEST,CarQuest,100663,2618 PAUL BUNYAN DRIVE NW,BEMIDJI,MN,56601,2187513838,USA,"47.4963849,-94.9179589","47.4963849,-94.9179589"
CARQUEST,CarQuest,100664,805 13TH AVE SE,DYERSVILLE,IA,52040,5638758905,USA,"42.4739182,-91.1151801","42.4739182,-91.1151801"
CARQUEST,CarQuest,100665,107 E. STUART DRIVE,GALAX,VA,24333,2762368420,USA,"36.6664684,-80.9256556","36.6664684,-80.9256556"
CARQUEST,CarQuest,100666,424 WESTERN AVENUE,AUGUSTA,ME,04330,2076234771,USA,"44.3188761,-69.8192444","44.3188761,-69.8192444"
CARQUEST,CarQuest,100667,105 HIGH STREET,BELFAST,ME,04915,2073381880,USA,"44.425545,-69.004747","44.425545,-69.004747"
CARQUEST,CarQuest,100668,128 B NORTH MARINE CORPS DR,TAMUNING,GU,96913,6716494283,GU ,"13.4954232,144.7952478","13.4954232,144.7952478"
CARQUEST,CarQuest,100669,50 PARK ST,ROCKLAND,ME,04841,2075948493,USA,"44.1018244,-69.1120937","44.1018244,-69.1120937"
CARQUEST,CarQuest,100670,4 STRAWBERRY LANE,ROCKPORT,ME,04856,2072368584,USA,"44.187115,-69.094828","44.187115,-69.094828"
CARQUEST,CarQuest,100671,4070 US HWY 378 WEST,MCCORMICK,SC,29835,8648522639,USA,"33.896037,-82.3118237","33.896037,-82.3118237"
CARQUEST,CarQuest,100672,645 BRIDGE STREET,BATHURST,NB,E2A 1W9,5065482020,CAN,"47.6135808,-65.6340255","47.6135808,-65.6340255"
CARQUEST,CarQuest,100673,426 MARA ROAD,BEAVERTON PO BOX 799,ON,L0K 1A0,7054267326,CAN,"44.4342682,-79.1524281","44.4342682,-79.1524281"
CARQUEST,CarQuest,100674,714 RUE DE MARTIGNY OUEST,ST JEROME,QC,J5L 1Z6,4504319999,CAN,"45.7774994,-74.0397257","45.7774994,-74.0397257"
CARQUEST,CarQuest,100675,764 RUE PRINCIPALE,BERESFORD,NB,E8K 2E7,5065429090,CAN,"47.7084657,-65.7060009","47.7084657,-65.7060009"
CARQUEST,CarQuest,100676,1710 OAK ST,BLOOMER,WI,54724,7155681330,USA,"45.0993754,-91.4916316","45.0993754,-91.4916316"
CARQUEST,CarQuest,100677,6209 STATE RT 20,BOUCKVILLE,NY,13310,3158937465,USA,"42.888079,-75.581568","42.888079,-75.581568"
CARQUEST,CarQuest,100678,37 SIMCOE STREET,COLLINGWOOD,ON,L9Y 1H5,7054453550,CAN,"44.5011118,-80.2158801","44.5011118,-80.2158801"
CARQUEST,CarQuest,100679,848A UNION STREET SOUTH,CONCORD,NC,28025,7047869144,USA,"35.387539,-80.5606332","35.387539,-80.5606332"
CARQUEST,CarQuest,100680,4 ERINVILLE DRIVE,ERIN,ON,N0B 1T0,5198339785,CAN,"43.780862,-80.0762759","43.780862,-80.0762759"
CARQUEST,CarQuest,100681,390 BEATTY LINE,FERGUS,ON,N1M 3R7,5198431620,CAN,"43.6988959,-80.3869591","43.6988959,-80.3869591"
CARQUEST,CarQuest,100682,412 EAST MAIN STREET,BATAVIA,NY,14020,5853437777,USA,"42.9959481,-78.1746551","42.9959481,-78.1746551"
CARQUEST,CarQuest,100683,420 NE 4TH STREET,GRAND RAPIDS,MN,55744,2183263451,USA,"47.235635,-93.5212397","47.235635,-93.5212397"
CARQUEST,CarQuest,100684,595 10TH STREET,HANOVER,ON,N4N 1R8,5193644980,CAN,"44.1534696,-81.0167797","44.1534696,-81.0167797"
CARQUEST,CarQuest,100685,727 13TH ST NORTH,HUMBOLDT,IA,50548,(515) 332-5333,USA,"42.7292686,-94.2264563","42.7292686,-94.2264563"
CARQUEST,CarQuest,100686,4825 RHODE ISLAND AVE,HYATTSVILLE,MD,20781,3017790770,USA,"38.9488071,-76.9419605","38.9488071,-76.9419605"
